"STATION","NAME","DATE","ACSH","AWND","DAPR","FMTM","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT14","WT16","WT18"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-05",,,,,,,"0.00","0.0","0.0",,"57","31",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-06",,,,,,,"0.02","0.0","0.0",,"52","27",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-07",,,,,,,"0.00","0.0","0.0",,"53","30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-08",,,,,,,"0.00","0.0","0.0",,"55","28",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-09",,,,,,,"0.00","0.0","0.0",,"43","33",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-10",,,,,,,"0.00","0.0","0.0",,"49","29",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-11",,,,,,,"0.00","0.0","0.0",,"53","23",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-12",,,,,,,"0.00","0.0","0.0",,"59","24",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-13",,,,,,,"0.00","0.0","0.0",,"53","30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-14",,,,,,,"0.00","0.0","0.0",,"61","30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-15",,,,,,,"0.00","0.0","0.0",,"64","26",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-16",,,,,,,"0.00","0.0","0.0",,"58","29",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-17",,,,,,,"0.00","0.0","0.0",,"60","30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-18",,,,,,,"0.06","0.0","0.0",,"47","27",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-19",,,,,,,"0.09","0.0","0.0",,"42","36",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-20",,,,,,,"0.00","0.0","0.0",,"57","28",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-21",,,,,,,"0.00","0.0","0.0",,"55","36",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-22",,,,,,,"0.02","0.0","0.0",,"55","38",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-23",,,,,,,"0.13","0.0","0.0",,"42","35",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-24",,,,,,,"0.07","0.0","0.0",,"38","30",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-25",,,,,,,"0.05","0.0","0.0",,"34","29",,,,,,,,,"    1",,,,,,,,,,,"    1","    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-26",,,,,,,"0.00","0.0","0.0",,"34","25",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-27",,,,,,,"0.00","0.0","0.0",,"45","24",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-28",,,,,,,"0.00","0.0","0.0",,"47","33",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-29",,,,,,,"0.01","0.0","0.0",,"64","44",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-09-30",,,,,,,"0.02","0.0","0.0",,"57","44",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-01",,,,,,,"0.26","0.0","0.0",,"47","38",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-02",,,,,,,"0.00","0.0","0.0",,"47","30",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-03",,,,,,,"0.12","0.0","0.0",,"40","33",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-04",,,,,,,"0.00","0.0","0.0",,"41","27",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-05",,,,,,,"0.00","0.0","0.0",,"39","23",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-06",,,,,,,"0.00","0.0","0.0",,"35","22",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-07",,,,,,,"0.00","0.0","0.0",,"34","24",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-08",,,,,,,"0.00","0.0","0.0",,"35","17",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-09",,,,,,,"0.00","0.0","0.0",,"37","18",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-10",,,,,,,"0.00","0.0","0.0",,"35","14",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-11",,,,,,,"0.00","0.0","0.0",,"33","6",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-12",,,,,,,"0.05","1.2","0.0",,"30","10",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-13",,,,,,,"0.00","0.0","1.0",,"26","3",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-14",,,,,,,"0.00","0.0","1.0",,"30","16",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-15",,,,,,,"0.01","0.1","1.0",,"24","12",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-16",,,,,,,"0.00","0.0","1.0",,"23","10",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-17",,,,,,,"0.00","0.0","1.0",,"21","11",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-18",,,,,,,"0.00","0.0","1.0",,"23","3",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-19",,,,,,,"0.00","0.0","1.0",,"22","-10",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-20",,,,,,,"0.00","0.0","1.0",,"18","-6",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-21",,,,,,,"0.00","0.0","1.0",,"22","-8",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-22",,,,,,,"0.00","0.0","1.0",,"37","5",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-23",,,,,,,"0.02","0.2","1.0",,"29","17",,,,,,,,,,,,"    1",,"    1",,,,,,"    1","    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-24",,,,,,,"0.05","0.4","2.0",,"28","20",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-25",,,,,,,"0.00","0.0","2.0",,"23","2",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-26",,,,,,,"0.00","0.0","1.0",,"36","7",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-27",,,,,,,"0.00","0.0","1.0",,"38","21",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-28",,,,,,,"0.00","0.0","1.0",,"40","6",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-29",,,,,,,"0.00","0.0","0.0",,"40","20",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-30",,,,,,,"0.00","0.0","0.0",,"36","13",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-10-31",,,,,,,"0.00","0.0","0.0",,"29","4",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-01",,,,,,,"0.00","0.0","0.0",,"23","5",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-02",,,,,,,"0.00","0.0","0.0",,"27","19",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-03",,,,,,,"0.00","0.0","0.0",,"27","15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-04",,,,,,,"0.00","0.0","0.0",,"21","15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-05",,,,,,,"0.00","0.0","0.0",,"21","12",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-06",,,,,,,"0.00","0.0","0.0",,"19","0",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-07",,,,,,,"0.13","3.0","3.0",,"17","10",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-08",,,,,,,"0.00","0.0","3.0",,"20","5",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-09",,,,,,,"0.09","3.0","5.0",,"20","10",,,,,,,,,"    1",,,,,,,,"    1",,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-10",,,,,,,"0.00","0.0","6.0",,"12","-16",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-11",,,,,,,"0.00","0.0","6.0",,"16","5",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-12",,,,,,,"0.02","1.0","4.0",,"16","8",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-13",,,,,,,"0.00","0.0","5.0",,"17","4",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-14",,,,,,,"0.00","0.0","3.0",,"13","3",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-15",,,,,,,"0.01","0.1","3.0",,"15","12",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-16",,,,,,,"0.06","4.0","3.0",,"18","13",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-17",,,,,,,"0.22","4.0","8.0",,"17","3",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-18",,,,,,,"0.00","0.0","10.0",,"3","-3",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-19",,,,,,,"0.00","0.0","10.0",,"-2","-20",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-20",,,,,,,"0.00","0.0","10.0",,"0","-27",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-21",,,,,,,"0.00","0.0","10.0",,"-11","-30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-22",,,,,,,"0.00","0.0","10.0",,"2","-14",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-23",,,,,,,"0.00","0.0","9.0",,"12","-4",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-24",,,,,,,"0.00","0.0","8.0",,"12","-9",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-25",,,,,,,"0.00","0.0","8.0",,"20","-16",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-26",,,,,,,"0.00","0.0","8.0",,"29","15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-27",,,,,,,"0.00","0.0","8.0",,"22","0",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-28",,,,,,,"0.00","0.0","8.0",,"32","17",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-29",,,,,,,"0.07","2.5","7.0",,"33","13",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-11-30",,,,,,,"0.00","0.0","10.0",,"24","-15",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-01",,,,,,,"0.02","1.3","9.0",,"11","-15",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-02",,,,,,,"0.01","0.1","11.0",,"11","-12",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-03",,,,,,,"0.02","0.2","11.0",,"7","-22",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-04",,,,,,,"0.06","0.8","11.0",,"5","-25",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-05",,,,,,,"0.00","0.0","11.0",,"-18","-37",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-06",,,,,,,"0.00","0.0","11.0",,"-33","-40",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-07",,,,,,,"0.02","0.2","11.0",,"-18","-37",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-08",,,,,,,"0.00","0.0","11.0",,"-18","-47",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-09",,,,,,,"0.07","1.3","11.0",,"-11","-44",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-10",,,,,,,"0.02","1.0","12.0",,"-5","-27",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-11",,,,,,,"0.00","0.0","12.0",,"-2","-8",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-12",,,,,,,"0.02","0.5","12.0",,"-3","-34",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-13",,,,,,,"0.05","2.0","13.0",,"-3","-37",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-14",,,,,,,"0.03","2.0","16.0",,"-4","-9",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-15",,,,,,,"0.01","0.0","17.0",,"-8","-32",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-16",,,,,,,"0.02","0.0","17.0",,"-18","-34",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-17",,,,,,,"0.00","0.0","17.0",,"-9","-27",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-18",,,,,,,"0.00","0.0","17.0",,"-9","-14",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-19",,,,,,,"0.00","0.0","16.0",,"-10","-33",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-20",,,,,,,"0.00","0.0","16.0",,"22","-26",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-21",,,,,,,"0.00","0.0","15.0",,"22","-10",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-22",,,,,,,"0.00","0.0","15.0",,"2","-17",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-23",,,,,,,"0.00","0.0","15.0",,"24","-13",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-24",,,,,,,"0.00","0.0","15.0",,"1","-25",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-25",,,,,,,"0.00","0.0","15.0",,"5","0",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-26",,,,,,,"0.00","0.0","15.0",,"3","-27",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-27",,,,,,,"0.05","0.4","15.0",,"-3","-22",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-28",,,,,,,"0.00","0.0","15.0",,"1","-15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-29",,,,,,,"0.02","0.5","16.0",,"5","-8",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-30",,,,,,,"0.03","2.0","17.0",,"7","-2",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1959-12-31",,,,,,,"0.12","3.0","18.0",,"3","-10",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-01",,,,,,,"0.05","2.0","23.0",,"-7","-20",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-02",,,,,,,"0.00","0.0","20.0",,"-3","-12",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-03",,,,,,,"0.00","0.0","20.0",,"25","-10",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-04",,,,,,,"0.00","0.0","17.0",,"35","15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-05",,,,,,,"0.05","1.0","14.0",,"23","12",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-06",,,,,,,"0.03","0.3","15.0",,"17","2",,,,,,,,,"    1",,,,,"    1",,,,,,"    1","    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-07",,,,,,,"0.00","0.0","15.0",,"25","-14",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-08",,,,,,,"0.21","3.0","15.0",,"28","9",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-09",,,,,,,"0.03","0.4","19.0",,"29","18",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-10",,,,,,,"0.15","2.0","20.0",,"22","-11",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-11",,,,,,,"0.00","0.0","21.0",,"-10","-40",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-12",,,,,,,"0.00","0.0","20.0",,"-40","-54",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-13",,,,,,,"0.00","0.0","20.0",,"-45","-56",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-14",,,,,,,"0.00","0.0","20.0",,"-47","-55",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-15",,,,,,,"0.00","0.0","19.0",,"-27","-53",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-16",,,,,,,"0.00","0.0","19.0",,"7","-35",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-17",,,,,,,"0.01","0.1","18.0",,"11","-5",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-18",,,,,,,"0.00","0.0","18.0",,"32","2",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-19",,,,,,,"0.00","0.0","18.0",,"29","-3",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-20",,,,,,,"0.03","1.0","19.0",,"20","6",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-21",,,,,,,"0.00","0.0","19.0",,"18","-14",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-22",,,,,,,"0.00","0.0","19.0",,"3","-14",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-23",,,,,,,"0.00","0.0","19.0",,"14","-7",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-24",,,,,,,"0.00","0.0","18.0",,"10","-15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-25",,,,,,,"0.00","0.0","16.0",,"16","-9",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-26",,,,,,,"0.00","0.0","16.0",,"5","-15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-27",,,,,,,"0.00","0.0","16.0",,"4","-28",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-28",,,,,,,"0.00","0.0","16.0",,"-1","-28",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-29",,,,,,,"0.01","0.2","15.0",,"-12","-32",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-30",,,,,,,"0.00","0.0","15.0",,"-8","-30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-01-31",,,,,,,"0.00","0.0","15.0",,"9","-12",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-01",,,,,,,"0.00","0.0","15.0",,"3","-26",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-02",,,,,,,"0.00","0.0","15.0",,"7","-25",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-03",,,,,,,"0.01","0.2","15.0",,"10","-15",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-04",,,,,,,"0.00","0.0","15.0",,"27","-3",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-05",,,,,,,"0.00","0.0","15.0",,"28","15",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-06",,,,,,,"0.00","0.0","15.0",,"27","-1",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-07",,,,,,,"0.00","0.0","15.0",,"17","-7",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-08",,,,,,,"0.00","0.0","15.0",,"14","-11",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-09",,,,,,,"0.08","1.0","15.0",,"12","-8",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-10",,,,,,,"0.02","2.0","18.0",,"11","-12",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1960-02-11",,,,,,,"0.00","0.0","18.0",,"1","-27",,,,,,,,,,,,,,,,,,,,,
