"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5"
"USW00026435","1952-08",,"3","0","12","6","0","0","0","6","0","7","0","26","0","0.0","0.53","77","636","407","1.44","0.0","51.9","62.1","41.7",,,,,,,
"USW00026435","1952-09",,"3","0","13","7","2","1","0","18","2","0","0","16","2","1.5","0.37","63","1405","769","1.67","1.8","39.4","47.7","31.1",,,,,,,
"USW00026435","1952-10",,"3","0","7","1","15","4","2","28","13","0","0","-5","5","2.0","0.14","56","2525","1120","0.43","6.6","28.9","36.6","21.1",,,,,,,
"USW00026435","1952-11",,"3","0","3","1","30","1","5","30","21","0","0","-19","4","1.0","0.10","54","3961","1436","0.15","2.2","17.1","25.1","9.2",,,,,,,
"USW00026435","1952-12",,"3","0","0","0","31","0","23","31","29","0","0","-28","1","0.0","0.00","34","5971","2010","0.00","0.0","0.2","8.3","-8.0",,,,,,,
"USW00026435","1953-01",,"0","0","4","0","31","0","29","31","31","0","0","-54","3","0.7","0.07","25","8459","2489","0.15","2.0","-15.3","-8.1","-22.5",,,,,,,
"USW00026435","1953-02",,"0","0","4","1","28","1","17","28","26","0","0","-53","5","1.5","0.10","37","10223","1764","0.22","3.6","2.0","14.1","-10.1",,,,,,,
"USW00026435","1953-03",,"0","0","2","0","31","1","22","31","26","0","0","-33","7","1.1","0.06","38","12038","1814","0.11","1.8","6.5","21.5","-8.5",,,,,,,
"USW00026435","1953-04",,"0","0","1","1","12","1","1","26","6","1","0","-5","8","3.5","0.15","70","12912","874","0.15","3.5","35.9","48.1","23.7",,,,,,,
"USW00026435","1953-05",,"0","0","3","1","0","0","0","10","0","4","0","26","0","0.0","0.13","75","13420","509","0.23","0.0","48.6","60.8","36.4",,,,,,,
"USW00026435","1953-06",,"5","5","6","3","0","0","0","0","0","17","0","38","0","0.0","0.82","84","13584","163","1.22","0.0","59.7","71.0","48.4",,,,,,,
"USW00026435","1953-07",,"21","16","12","4","0","0","0","0","0","17","0","37","0","0.0","0.21","87","165","165","1.15","0.0","60.2","72.8","47.5",,,,,,,
"USW00026435","1953-08",,"21","0","18","9","0","0","0","2","0","7","0","32","0","0.0","1.93","78","483","317","5.21","0.0","54.8","64.4","45.1",,,,,,,
"USW00026435","1953-09",,"21","0","10","5","0","0","0","12","0","0","0","26","0","0.4","0.29","63","1100","617","1.19","0.4","44.4","53.6","35.3",,,,,,,
"USW00026435","1953-10",,"21","0","8","0","10","2","6","30","13","0","0","-22","4","1.2","0.08","57","2398","1298","0.30","4.0","23.1","31.5","14.8",,,,,,,
"USW00026435","1953-11",,"21","0","1","0","30","0","24","30","30","0","0","-19","4","0.3","0.01","28","4259","1860","0.01","0.3","3.0","12.1","-6.1",,,,,,,
"USW00026435","1953-12",,"21","0","9","1","31","4","29","31","31","0","0","-31","10","2.3","0.14","26","6440","2182","0.38","7.3","-5.4","3.4","-14.1",,,,,,,
"USW00026435","1954-01",,"0","0","9","2","31","4","30","31","31","0","0","-46","16","2.6","0.14","22","8847","2407","0.51","11.1","-12.7","-1.9","-23.4",,,,,,,
"USW00026435","1954-02",,"0","0","4","0","28","2","25","28","28","0","0","-47","18","1.2","0.09","30","11136","2289","0.23","2.9","-16.7","-3.6","-29.8",,,,,,,
"USW00026435","1954-03",,"0","0","6","0","31","4","15","31","22","0","0","-33","16","1.8","0.09","55","12795","1658","0.39","7.3","11.5","26.5","-3.5",,,,,,,
"USW00026435","1954-04",,"0","0","5","1","26","0","6","29","12","0","0","-16","11","0.5","0.14","51","14054","1259","0.26","1.3","23.0","35.3","10.7",,,,,,,
"USW00026435","1954-05",,"0","0","2","1","0","0","0","15","0","3","0","24","0","0.0","0.13","74","14559","506","0.14","0.0","48.7","62.9","34.5",,,,,,,
"USW00026435","1954-06",,"0","0","9","6","0","0","0","0","0","15","0","35","0","0.0","0.41","81","14805","245","1.57","0.0","56.9","69.2","44.5",,,,,,,
"USW00026435","1954-07",,"6","5","11","9","0","0","0","0","0","14","0","34","0","0.0","0.79","80","253","253","3.30","0.0","57.0","67.9","46.0",,,,,,,
"USW00026435","1954-08",,"6","0","11","2","0","0","0","0","0","13","0","34","0","0.0","0.33","80","552","299","1.02","0.0","55.4","65.7","45.0",,,,,,,
"USW00026435","1954-09",,"6","0","11","6","0","0","0","15","0","0","0","14","0","0.0","1.57","65","1252","700","3.56","0.0","41.6","51.8","31.5",,,,,,,
"USW00026435","1954-10",,"6","0","5","1","13","3","0","30","9","0","0","6","3","2.0","0.13","53","2364","1111","0.26","4.6","29.2","37.1","21.2",,,,,,,
"USW00026435","1954-11",,"6","0","8","2","24","3","13","29","26","0","0","-12","3","1.0","0.15","44","3838","1474","0.39","4.2","12.8","20.3","5.3",,,,,,,
"USW00026435","1954-12",,"6","0","11","0","30","0","30","31","31","0","0","-50","8","0.5","0.05","30","6500","2662","0.31","2.6","-20.9","-12.2","-29.5",,,,,,,
"USW00026435","1955-01",,"0","0","6","1","31","5","26","30","31","0","0","-39","16","4.0","0.14","32","8449","1949","0.32","8.1","0.2","12.4","-12.0",,,,,,,
"USW00026435","1955-02",,"0","0","13","2","28","5","26","28","28","0","0","-48","15","2.8","0.16","25","10607","2159","0.76","11.8","-12.1","-2.1","-22.1",,,,,,,
"USW00026435","1955-03",,"0","0","9","1","31","5","18","31","25","0","0","-35","19","2.0","0.19","37","12371","1764","0.52","8.3","8.1","22.3","-6.1",,,,,,,
"USW00026435","1955-04",,"0","0","4","0","30","1","13","30","15","0","0","-25","13","1.0","0.09","56","13791","1420","0.19","2.1","17.7","31.2","4.1",,,,,,,
"USW00026435","1955-05",,"0","0","7","4","4","0","0","13","0","0","0","25","4","0.0","0.72","67","14418","626","1.76","0.0","44.8","54.8","34.8",,,,,,,
"USW00026435","1955-06",,"0","0","16","5","0","0","0","0","0","10","0","35","0","0.0","0.63","75","14709","292","2.24","0.0","55.3","65.4","45.1",,,,,,,
"USW00026435","1955-07",,"18","18","8","2","0","0","0","0","0","17","2","40","0","0.0","0.22","91","169","169","0.71","0.0","60.1","72.4","47.9",,,,,,,
"USW00026435","1955-08",,"18","0","15","8","0","0","0","7","0","7","0","25","0","0.0","0.30","78","582","413","1.92","0.0","51.7","63.0","40.4",,,,,,,
"USW00026435","1955-09",,"18","0","11","3","0","0","0","14","0","0","0","22","0","0.0","0.30","66","1233","651","0.97","0.0","43.3","53.4","33.2",,,,,,,
"USW00026435","1955-10",,"18","0","11","3","25","3","5","31","23","0","0","-17","5","2.0","0.18","49","2576","1343","0.67","5.6","21.7","29.3","14.0",,,,,,,
"USW00026435","1955-11",,"18","0","7","0","30","1","27","30","30","0","0","-33","9","1.0","0.05","15","4785","2208","0.26","3.1","-8.6","-0.9","-16.4",,,,,,,
"USW00026435","1955-12",,"18","0","15","4","29","6","26","31","31","0","0","-48","25","2.7","0.27","32","7045","2260","1.07","12.4","-7.9","0.6","-16.4",,,,,,,
"USW00026435","1956-01",,"0","0","11","1","31","2","31","31","31","0","0","-54","30","3.6","0.19","15","9696","2651","0.54","6.7","-20.5","-9.6","-31.4",,,,,,,
"USW00026435","1956-02",,"0","0","14","3","29","4","26","29","29","0","0","-55","40","2.0","0.15","28","11923","2227","1.04","11.9","-11.8","-1.8","-21.8",,,,,,,
"USW00026435","1956-03",,"0","0","4","2","31","2","19","31","20","0","0","-59","40","1.0","0.10","42","13806","1883","0.25","2.8","4.2","19.9","-11.4",,,,,,,
"USW00026435","1956-04",,"0","0","5","0","29","0","3","28","8","0","0","-11","30","0.3","0.03","61","14885","1079","0.11","1.0","29.0","40.4","17.7",,,,,,,
"USW00026435","1956-05",,"0","0","6","4","0","0","0","8","0","0","0","28","0","0.0","0.51","65","15482","597","1.19","0.0","45.8","56.8","34.6",,,,,,,
"USW00026435","1956-06",,"0","0","10","3","0","0","0","0","0","12","0","33","0","0.0","0.36","80","15778","296","0.93","0.0","55.1","67.5","42.8",,,,,,,
"USW00026435","1956-07",,"5","5","9","4","0","0","0","0","0","22","0","37","0","0.0","0.63","88","181","181","1.48","0.0","59.3","72.3","46.3",,,,,,,
"USW00026435","1956-08",,"6","1","17","5","0","0","0","0","0","9","0","36","0","0.0","0.61","76","503","321","1.86","0.0","54.7","64.4","44.9",,,,,,,
"USW00026435","1956-09",,"6","0","10","2","0","0","0","15","0","0","0","9","0","0.0","0.42","66","1217","714","0.94","0.0","41.2","50.2","32.2",,,,,,,
"USW00026435","1956-10",,"6","0","15","3","29","3","8","31","25","0","0","-18","8","2.0","0.20","39","2735","1518","1.00","10.1","16.0","23.1","9.0",,,,,,,
"USW00026435","1956-11",,"6","0","16","2","30","2","23","29","27","0","0","-48","16","3.8","0.38","47","4888","2153","1.10","11.2","-6.8","2.9","-16.4",,,,,,,
"USW00026435","1956-12",,"6","0","6","2","31","2","31","31","31","0","0","-53","17","3.6","0.34","11","7827","2939","0.71","7.3","-29.8","-21.5","-38.2",,,,,,,
"USW00026435","1957-01",,"0","0","17","9","31","7","15","31","27","0","0","-44","32","4.7","0.47","38","9709","1882","2.73","21.5","4.3","13.8","-5.2",,,,,,,
"USW00026435","1957-02",,"0","0","11","6","28","7","21","28","26","0","0","-45","37","6.7","0.67","33","11643","1934","2.01","20.9","-4.1","7.2","-15.3",,,,,,,
"USW00026435","1957-03",,"0","0","9","1","31","1","16","31","23","0","0","-26","33","1.3","0.13","45","13245","1602","0.44","4.4","13.3","26.1","0.5",,,,,,,
"USW00026435","1957-04",,"0","0","4","1","30","1","3","30","2","0","0","-1","32","1.0","0.10","50","14278","1033","0.25","2.5","30.6","40.9","20.2",,,,,,,
"USW00026435","1957-05",,"0","0","5","3","3","0","0","13","0","1","0","23","2","0.0","0.16","73","14872","594","0.50","0.0","45.8","57.1","34.6",,,,,,,
"USW00026435","1957-06",,"5","5","2","1","0","0","0","0","0","23","0","35","0","0.0","0.11","86","15034","162","0.16","0.0","59.8","73.7","45.8",,,,,,,
"USW00026435","1957-07",,"11","6","9","5","0","0","0","0","0","16","0","36","0","0.0","0.33","86","259","259","1.10","0.0","56.8","69.1","44.5",,,,,,,
"USW00026435","1957-08",,"11","0","10","1","0","0","0","0","0","14","0","33","0","0.0","0.33","81","536","277","0.67","0.0","56.1","68.8","43.3",,,,,,,
"USW00026435","1957-09",,"11","0","10","4","4","1","0","15","3","4","0","3","4","3.4","0.25","77","1215","679","0.92","5.0","42.4","52.9","31.8",,,,,,,
"USW00026435","1957-10",,"11","0","8","2","16","1","2","26","12","0","0","-5","5","1.0","0.13","49","2356","1141","0.60","3.5","28.2","35.8","20.6",,,,,,,
"USW00026435","1957-11",,"11","0","6","1","30","1","8","29","24","0","0","-18","4","1.0","0.10","34","3797","1441","0.28","3.2","13.7","19.7","7.6",,,,,,,
"USW00026435","1957-12",,"11","0","12","1","31","1","24","31","31","0","0","-48","8","1.3","0.13","28","6303","2506","0.48","4.9","-15.8","-7.9","-23.7",,,,,,,
"USW00026435","1958-01",,"0","0","11","1","31","1","25","31","31","0","0","-33","11","1.3","0.13","32","8337","2034","0.39","3.9","-0.6","7.9","-9.2",,,,,,,
"USW00026435","1958-02",,"0","0","2","0","28","0","25","28","28","0","0","-24","13","0.7","0.07","20","10138","1801","0.08","0.8","0.7","11.1","-9.8",,,,,,,
"USW00026435","1958-03",,"0","0","5","1","31","1","19","31","21","0","0","-25","12","1.2","0.12","39","11715","1577","0.25","2.5","14.1","28.5","-0.2",,,,,,,
"USW00026435","1958-04",,"0","0","3","0","14","0","2","29","5","1","0","-1","10","0.2","0.05","71","12797","1082","0.13","0.2","28.9","42.5","15.4",,,,,,,
"USW00026435","1958-05",,"0","0","7","1","0","0","0","21","1","4","0","19","0","0.0","0.21","86","13408","611","0.43","0.0","45.3","59.7","30.8",,,,,,,
"USW00026435","1958-06",,"12","12","11","4","0","0","0","1","0","20","0","32","0","0.0","0.80","83","13588","180","1.63","0.0","59.4","72.7","46.1",,,,,,,
"USW00026435","1958-07",,"21","8","11","4","0","0","0","0","0","19","0","36","0","0.0","0.62","88","189","189","1.26","0.0","59.2","72.2","46.1",,,,,,,
"USW00026435","1958-08",,"21","0","16","4","0","0","0","1","0","11","0","29","0","0.0","0.23","80","513","324","1.05","0.0","54.6","66.1","43.0",,,,,,,
"USW00026435","1958-09",,"21","0","12","3","0","0","0","17","0","0","0","22","0","0.0","0.13","63","1206","692","0.65","0.0","41.9","52.1","31.7",,,,,,,
"USW00026435","1958-10",,"21","0","6","2","17","4","11","31","26","0","0","-19","6","5.0","0.42","45","2764","1558","0.75","10.9","14.7","24.3","5.1",,,,,,,
"USW00026435","1958-11",,"21","0","14","3","30","8","18","30","30","0","0","-41","13","2.0","0.16","30","4645","1881","0.71","9.9","2.3","10.8","-6.2",,,,,,,
"USW00026435","1958-12",,"21","0","4","1","31","3","25","30","31","0","0","-49","18","1.4","0.13","18","6742","2097","0.26","4.4","-4.7","3.2","-12.6",,,,,,,
"USW00026435","1959-01",,"0","0","3","1","29","0","28","31","31","0","0","-52","23","0.8","0.11","19","9225","2483","0.13","0.9","-15.1","-5.4","-24.8",,,,,,,
"USW00026435","1959-02",,"0","0","9","4","28","6","19","28","27","0","0","-24","29","3.2","0.39","35","10831","1606","1.17","14.1","7.6","19.1","-3.8",,,,,,,
"USW00026435","1959-03",,"0","0","5","0","31","0","31","31","31","0","0","-44","29","0.7","0.07","31","13144","2313","0.19","1.7","-9.6","8.5","-27.7",,,,,,,
"USW00026435","1959-04",,"0","0","3","0","28","0","10","28","12","0","0","-16","24","0.3","0.04","55","14386","1242","0.08","0.5","23.6","36.3","10.9",,,,,,,
"USW00026435","1959-05",,"0","0","6","3","0","0","0","15","0","0","0","20","0","0.0","0.37","69","15007","621","0.80","0.0","45.0","57.0","33.0",,,,,,,
"USW00026435","1959-06",,"9","9","12","9","0","0","0","0","0","20","0","33","0","0.0","1.31","83","15211","204","3.38","0.0","58.5","72.6","44.5",,,,,,,
"USW00026435","1959-07",,"9","0","17","5","0","0","0","1","0","8","0","32","0","0.0","0.83","76","304","304","3.52","0.0","55.2","64.5","45.9",,,,,,,
"USW00026435","1959-08",,"9","0","11","7","0","0","0","3","0","7","0","28","0","0.0","0.27","80","709","405","1.65","0.0","51.9","63.9","40.0",,,,,,,
"USW00026435","1959-09",,"9","0","13","4","0","0","0","18","0","0","0","23","0","0.0","0.61","64","1412","703","1.57","0.0","41.6","51.1","32.0",,,,,,,
"USW00026435","1959-10",,"9","0","6","2","16","1","3","29","14","0","0","-10","2","1.2","0.26","47","2724","1312","0.51","1.9","22.7","32.2","13.2",,,,,,,
"USW00026435","1959-11",,"9","0","7","2","24","6","12","30","29","0","0","-30","10","4.0","0.22","33","4411","1687","0.60","17.6","8.7","16.5","1.0",,,,,,,
"USW00026435","1959-12",,"9","0","16","1","31","7","31","31","31","0","0","-47","18","3.0","0.12","24","6802","2391","0.57","15.3","-12.1","-1.4","-22.9",,,,,,,
"USW00026435","1960-01",,"0","0","9","2","31","5","24","31","30","0","0","-56","23","3.0","0.21","35","8980","2178","0.58","10.0","-5.3","5.9","-16.4",,,,,,,
"USW00026435","1960-02",,"0","0","8","1","29","3","23","29","29","0","0","-32","18","3.4","0.36","31","10769","1788","0.54","7.5","3.3","16.3","-9.6",,,,,,,
"USW00026435","1960-03",,"0","0","3","0","31","0","29","31","28","0","0","-40","17","0.9","0.09","42","12768","1999","0.12","1.2","0.5","17.1","-16.2",,,,,,,
"USW00026435","1960-04",,"0","0","7","0","23","0","7","28","15","1","0","-33","11","0.5","0.04","71","14062","1293","0.22","2.7","21.9","34.1","9.7",,,,,,,
"USW00026435","1960-05",,"8","8","5","1","0","0","0","14","0","7","0","24","0","0.0","0.23","87","14531","469","0.46","0.0","50.1","63.8","36.4",,,,,,,
"USW00026435","1960-06",,"8","0","9","3","0","0","0","2","0","11","0","27","0","0.0","0.27","78","14879","348","0.87","0.0","53.4","66.7","40.1",,,,,,,
"USW00026435","1960-07",,"20","11","16","8","0","0","0","0","0","16","0","33","0","0.0","0.37","88","196","196","2.42","0.0","59.0","71.5","46.6",,,,,,,
"USW00026435","1960-08",,"20","0","16","6","0","0","0","3","0","8","0","30","0","0.0","0.52","81","562","366","1.59","0.0","53.2","64.4","42.0",,,,,,,
"USW00026435","1960-09",,"20","0","17","9","4","2","0","17","0","0","0","16","1","1.0","1.37","66","1324","762","3.74","2.0","39.6","48.5","30.7",,,,,,,
"USW00026435","1960-10",,"20","0","8","3","10","4","1","29","20","0","0","-4","3","3.0","0.28","49","2594","1269","0.76","7.5","24.1","32.2","15.9",,,,,,,
"USW00026435","1960-11",,"20","0","12","2","30","4","23","30","30","0","0","-39","9","2.2","0.22","31","4670","2076","0.73","8.9","-4.2","5.1","-13.5",,,,,,,
"USW00026435","1960-12",,"20","0","4","1","31","1","13","31","27","0","0","-27","9","2.0","0.20","43","6318","1648","0.26","2.8","11.8","20.2","3.5",,,,,,,
"USW00026435","1961-01",,"0","0","4","1","31","3","22","31","24","0","0","-37","10","2.2","0.11","41","8320","2002","0.28","4.4","0.4","9.4","-8.6",,,,,,,
"USW00026435","1961-02",,"0","0","6","0","28","2","28","28","28","0","0","-34","7","1.0","0.06","12","10286","1966","0.19","3.5","-5.2","4.4","-14.9",,,,,,,
"USW00026435","1961-03",,"0","0","3","0","31","1","29","31","28","0","0","-48","8","1.0","0.07","46","12429","2143","0.11","1.7","-4.1","12.1","-20.4",,,,,,,
"USW00026435","1961-04",,"0","0","13","3","25","5","9","29","19","0","0","-19","14","3.0","0.17","59","13750","1320","0.87","10.7","21.0","32.0","10.0",,,,,,,
"USW00026435","1961-05",,"0","0","6","5","0","0","0","15","0","1","0","22","0","0.0","0.28","70","14323","573","0.92","0.0","46.5","60.1","32.9",,,,,,,
"USW00026435","1961-06",,"0","0","12","3","0","0","0","1","0","15","0","32","0","0.0","0.15","75","14609","286","0.56","0.0","55.5","67.9","43.0",,,,,,,
"USW00026435","1961-07",,"0","0","17","10","0","0","0","0","0","13","0","38","0","0.0","0.60","81","245","245","3.27","0.0","57.1","68.6","45.6",,,,,,,
"USW00026435","1961-08",,"0","0","14","5","0","0","0","4","0","4","0","30","0","0.0","0.89","73","650","405","2.48","0.0","51.9","61.8","42.1",,,,,,,
"USW00026435","1961-09",,"0","0","18","7","0","1","0","14","0","1","0","14","0","3.0","0.29","76","1301","651","1.95","3.0","43.3","53.3","33.2",,,,,,,
"USW00026435","1961-10",,"0","0","20","3","29","10","6","30","20","0","0","-22","10","2.5","0.18","40","2638","1337","1.32","17.3","20.0","25.8","14.2",,,,,,,
"USW00026435","1961-11",,"0","0","9","1","30","3","22","30","29","0","0","-41","15","1.8","0.10","35","4615","1977","0.37","6.5","-0.9","8.5","-10.4",,,,,,,
"USW00026435","1961-12",,"0","0","9","3","31","3","24","31","31","0","0","-69","20","2.5","0.33","26","7371","2756","0.81","6.9","-23.9","-15.9","-31.9",,,,,,,
"USW00026435","1962-01",,"0","0","12","1","31","7","24","31","29","0","0","-54","22","2.0","0.12","41","9525","2153","0.60","12.0","-4.5","6.3","-15.2",,,,,,,
"USW00026435","1962-02",,"0","0","12","3","28","7","15","28","26","0","0","-41","32","4.0","0.21","34","11160","1635","0.84","15.4","6.6","16.5","-3.3",,,,,,,
"USW00026435","1962-03",,"0","0","9","1","31","3","22","31","23","0","0","-40","39","3.6","0.12","50","13010","1850","0.44","9.8","5.3","21.7","-11.0",,,,,,,
"USW00026435","1962-04",,"0","0","8","2","30","2","0","30","11","0","0","6","16","4.0","0.21","47","14162","1152","0.50","9.6","26.6","34.8","18.4",,,,,,,
"USW00026435","1962-05",,"0","0","6","3","8","0","0","13","1","0","0","2","4","0.4","0.28","66","14879","717","0.69","0.4","41.9","52.4","31.3",,,,,,,
"USW00026435","1962-06",,"4","4","9","5","0","0","0","0","0","12","0","34","0","0.0","0.91","83","15154","276","1.80","0.0","55.9","67.6","44.3",,,,,,,
"USW00026435","1962-07",,"19","15","13","7","0","0","0","0","0","21","0","41","0","0.0","1.25","82","124","124","4.37","0.0","61.5","72.1","51.0",,,,,,,
"USW00026435","1962-08",,"24","5","13","10","0","0","0","1","0","13","0","30","0","0.0","0.88","84","420","296","4.41","0.0","55.6","65.7","45.5",,,,,,,
"USW00026435","1962-09",,"24","0","13","5","0","0","0","18","0","0","0","25","0","0.2","0.59","60","1143","723","2.26","0.2","40.9","49.0","32.8",,,,,,,
"USW00026435","1962-10",,"24","0","7","2","13","3","0","31","13","0","0","6","3","2.0","0.10","50","2274","1131","0.35","6.6","28.5","36.3","20.7",,,,,,,
"USW00026435","1962-11",,"24","0","3","0","30","1","21","30","27","0","0","-33","4","1.0","0.05","40","4161","1887","0.10","2.0","2.1","11.1","-6.9",,,,,,,
"USW00026435","1962-12",,"24","0","8","1","31","1","25","30","30","0","0","-42","6","2.4","0.19","27","6209","2048","0.47","6.4","-5.5","3.0","-13.9",,,,,,,
"USW00026435","1963-01",,"0","0","10","4","29","6","18","31","29","0","0","-48","11","4.3","0.30","37","8202","1993","1.00","15.5","0.7","8.5","-7.2",,,,,,,
"USW00026435","1963-02",,"0","0","8","1","28","4","19","28","27","0","0","-54","16","2.0","0.11","39","10095","1892","0.43","6.7","-2.6","8.2","-13.4",,,,,,,
"USW00026435","1963-03",,"0","0","13","4","31","5","17","30","24","0","0","-33","16","6.0","0.65","39","11852","1757","1.50","15.6","8.3","20.3","-3.6",,,,,,,
"USW00026435","1963-04",,"0","0","9","2","29","3","5","29","12","0","0","-18","14","3.0","0.49","54","13040","1188","0.85","6.6","25.4","36.5","14.3",,,,,,,
"USW00026435","1963-05",,"0","0","3","2","0","0","0","10","0","6","0","24","0","0.0","0.21","82","13584","544","0.47","0.0","47.4","60.3","34.6",,,,,,,
"USW00026435","1963-06",,"0","0","18","13","0","0","0","2","0","4","0","29","0","0.0","0.52","72","14002","418","3.17","0.0","51.1","61.8","40.4",,,,,,,
"USW00026435","1963-07",,"2","2","15","9","0","0","0","0","0","12","0","35","0","0.0","0.36","83","227","227","2.30","0.0","57.7","68.4","47.1",,,,,,,
"USW00026435","1963-08",,"2","0","14","9","0","0","0","1","0","6","0","29","0","0.0","0.79","77","605","377","3.84","0.0","52.8","62.4","43.2",,,,,,,
"USW00026435","1963-09",,"2","0","5","3","0","0","0","15","0","1","0","18","0","0.0","0.31","72","1244","639","0.83","0.0","43.7","55.6","31.8",,,,,,,
"USW00026435","1963-10",,"2","0","12","3","23","3","4","28","20","0","0","-8","4","2.5","0.29","60","2518","1274","0.97","5.6","23.9","30.3","17.5",,,,,,,
"USW00026435","1963-11",,"2","0","6","0","30","1","25","30","30","0","0","-38","5","1.2","0.05","23","4734","2216","0.18","2.6","-8.9","-0.9","-16.8",,,,,,,
"USW00026435","1963-12",,"2","0","6","1","30","2","16","31","27","0","0","-23","8","1.5","0.12","41","6466","1731","0.42","4.0","9.1","18.3","0.0",,,,,,,
"USW00026435","1964-01",,"0","0","6","0","30","2","31","31","31","0","0","-42","11","1.2","0.07","11","8869","2403","0.20","3.1","-12.5","-3.2","-21.9",,,,,,,
"USW00026435","1964-02",,"0","0","9","3","29","4","19","29","24","0","0","-45","15","2.2","0.13","39","10806","1937","0.56","7.4","-1.8","9.0","-12.6",,,,,,,
"USW00026435","1964-03",,"0","0","6","0","31","0","27","31","31","0","0","-46","15","0.7","0.07","29","12887","2081","0.26","2.7","-2.1","12.3","-16.5",,,,,,,
"USW00026435","1964-04",,"0","0","8","0","24","0","5","30","10","0","0","-20","8","0.6","0.07","47","14100","1213","0.29","2.4","24.6","34.2","14.9",,,,,,,
"USW00026435","1964-05",,"0","0","10","2","0","0","0","22","2","4","0","8","0","0.1","0.13","81","14935","835","0.53","0.1","38.1","47.7","28.4",,,,,,,
"USW00026435","1964-06",,"0","0","8","4","0","0","0","0","0","18","0","33","0","0.0","0.90","81","15153","219","1.70","0.0","57.7","70.4","45.0",,,,,,,
"USW00026435","1964-07",,"9","9","14","8","0","0","0","0","0","18","0","39","0","0.0","0.65","85","184","184","2.25","0.0","59.3","70.8","47.9",,,,,,,
"USW00026435","1964-08",,"9","0","18","9","0","0","0","0","0","12","0","36","0","0.0","0.39","80","484","299","2.04","0.0","55.3","65.9","44.8",,,,,,,
"USW00026435","1964-09",,"9","0","10","4","0","0","0","12","0","1","0","17","0","0.0","0.50","70","1103","619","1.18","0.0","44.3","54.8","33.9",,,,,,,
"USW00026435","1964-10",,"9","0","8","2","6","1","0","26","12","0","0","1","4","1.8","0.18","58","2220","1117","0.56","3.0","29.0","35.9","22.1",,,,,,,
"USW00026435","1964-11",,"9","0","6","2","16","3","15","30","29","0","0","-39","10","4.0","0.27","39","3952","1732","0.65","9.8","7.2","14.9","-0.5",,,,,,,
"USW00026435","1964-12",,"9","0","11","0","31","1","31","31","31","0","0","-57","7","1.5","0.08","12","6678","2726","0.44","5.2","-22.9","-15.3","-30.6",,,,,,,
"USW00026435","1965-01",,"0","0","6","1","31","1","27","31","29","0","0","-57","8","1.5","0.15","38","8986","2308","0.36","3.6","-9.5","1.5","-20.5",,,,,,,
"USW00026435","1965-02",,"0","0","8","1","28","1","25","28","28","0","0","-51","8","1.5","0.10","17","11224","2238","0.35","4.2","-14.9","-3.3","-26.5",,,,,,,
"USW00026435","1965-03",,"0","0","5","1","23","0","6","26","8","0","0","-17","8","0.0","0.25","54","12367","1143","0.49","0.0","28.1","36.9","19.3",,,,,,,
"USW00026435","1965-04",,"0","0","9","1","4","1","0","27","3","0","0","5","2","2.0","0.10","54","13366","999","0.37","3.3","31.7","41.0","22.4",,,,,,,
"USW00026435","1965-05",,"0","0","8","1","0","0","0","18","2","3","0","9","0","0.6","0.36","72","14078","712","0.54","0.9","42.0","53.4","30.7",,,,,,,
"USW00026435","1965-06",,"0","0","15","7","0","0","0","1","0","5","0","32","0","0.0","0.80","75","14402","324","3.62","0.0","54.2","64.5","43.8",,,,,,,
"USW00026435","1965-07",,"2","2","10","4","0","0","0","1","0","17","0","31","0","0.0","0.31","79","210","210","1.01","0.0","58.3","69.1","47.5",,,,,,,
"USW00026435","1965-08",,"4","2","15","5","0","0","0","6","0","4","0","24","0","0.0","0.51","76","607","397","2.15","0.0","52.2","62.3","42.2",,,,,,,
"USW00026435","1965-09",,"4","0","14","6","0","0","0","4","0","7","0","20","0","0.0","0.57","75","1090","483","2.22","0.0","48.9","57.9","39.9",,,,,,,
"USW00026435","1965-10",,"4","0","10","2","25","3","14","31","28","0","0","-20","7","3.0","0.15","45","2704","1613","0.56","7.0","13.0","21.6","4.3",,,,,,,
"USW00026435","1965-11",,"4","0","11","4","30","7","17","30","26","0","0","-26","16","4.5","0.18","37","4449","1745","0.91","16.0","6.8","16.6","-3.0",,,,,,,
"USW00026435","1965-12",,"4","0","8","3","31","3","28","31","31","0","0","-51","24","7.0","0.44","28","6857","2408","0.96","14.8","-12.7","-3.2","-22.1",,,,,,,
"USW00026435","1966-01",,"0","0","2","0","31","0","27","29","31","0","0","-50","24","0.4","0.04","21","9154","2297","0.08","0.7","-13.8","-4.4","-23.3",,,,,,,
"USW00026435","1966-02",,"0","0","8","5","28","6","24","28","28","0","0","-48","32","5.4","0.56","27","11169","2015","1.46","16.7","-7.0","5.3","-19.3",,,,,,,
"USW00026435","1966-03",,"0","0","10","1","31","2","22","31","23","0","0","-44","32","2.3","0.10","42","13267","2098","0.46","6.5","-2.7","11.7","-17.0",,,,,,,
"USW00026435","1966-04",,"0","0","5","1","30","1","8","29","9","0","0","-14","26","1.0","0.39","54","14497","1230","0.54","1.6","24.0","36.9","11.1",,,,,,,
